n_samples,n_features,wall_s,cpu_s,ram_change_gib,peak_gpu_gib,gpu_info,iter
50,750,56.1106960773468,56.07999999999993,0.0001182556152343,0.0803613662719726,"GPU 0: util=28.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
50,1000,56.92607665061951,56.94999999999891,0.0,0.0960588455200195,"GPU 0: util=27.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
100,50,57.7067129611969,57.20999999999913,0.0,0.0364394187927246,"GPU 0: util=25.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
100,100,57.899362564086914,57.76000000000022,0.0,0.03373384475708,"GPU 0: util=25.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
100,250,58.12842297554016,57.9900000000016,0.0001144409179687,0.0448441505432128,"GPU 0: util=25.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
100,500,58.463109731674194,58.43000000000029,0.0,0.0620317459106445,"GPU 0: util=26.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
100,750,59.165369749069214,59.19000000000051,0.0,0.0810694694519043,"GPU 0: util=28.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
100,1000,59.95794868469238,59.95999999999913,0.00018310546875,0.0970005989074707,"GPU 0: util=27.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
250,50,66.2863986492157,66.09999999999854,0.0,0.0364398956298828,"GPU 0: util=7.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
250,100,66.4851987361908,66.32999999999993,0.0,0.0364303588867187,"GPU 0: util=20.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
250,250,66.64142441749573,66.6200000000008,6.4849853515625e-05,0.0480232238769531,"GPU 0: util=22.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
250,500,67.62198758125305,67.64999999999964,0.0001144409179687,0.0693707466125488,"GPU 0: util=25.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
250,750,68.78399062156677,68.85000000000036,0.0,0.0916018486022949,"GPU 0: util=25.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
250,1000,70.27602458000183,70.35000000000036,0.0,0.1104373931884765,"GPU 0: util=27.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
500,50,81.78268623352051,81.58000000000175,0.0,0.0396080017089843,"GPU 0: util=17.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
500,100,81.50597834587097,81.57999999999811,8.0108642578125e-05,0.0442914962768554,"GPU 0: util=18.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
